,order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
760,1463,Ca-New-2016-152289,26-08-2016,28-08-2016,First Class,LC-16930,TEC-AC-10004571,159.984,2.0,0.2,43.9956
761,1464,Ca-New-2016-152289,26-08-2016,28-08-2016,First Class,LC-16930,FUR-CH-10002126,1024.716,6.0,0.3,-29.2776
762,1465,US-2016-104794,16-12-2016,19-12-2016,First Class,KD-16495,OFF-FA-10001754,3.68,2.0,0.0,1.8032
763,1468,Ca-New-2015-100769,16-05-2015,16-05-2015,Same Day,TH-21550,TEC-AC-10002402,255.968,4.0,0.2,31.996
764,1472,US-2015-161466,24-09-2015,27-09-2015,Second Class,ON-18715,OFF-AR-10000634,6.848,2.0,0.2,0.5992
765,1474,US-2015-105676,01-12-2015,02-12-2015,Same Day,NM-18520,FUR-FU-10004270,6.688,4.0,0.6,-4.0128
766,1475,Ca-New-2016-113138,19-11-2016,25-11-2016,Standard Class,NP-18685,OFF-AR-10003770,17.28,6.0,0.0,5.0112
767,1476,Ca-New-2016-113138,19-11-2016,25-11-2016,Standard Class,NP-18685,OFF-BI-10000320,17.712,3.0,0.2,6.4206
768,1478,Ca-New-2016-121958,13-11-2016,17-11-2016,Standard Class,CS-12505,OFF-SU-10000381,52.136,7.0,0.2,5.8653
769,1480,US-2016-108455,02-12-2016,08-12-2016,Standard Class,MK-18160,OFF-PA-10002262,25.92,4.0,0.0,12.4416
770,1481,US-2016-108455,02-12-2016,08-12-2016,Standard Class,MK-18160,OFF-PA-10002464,40.46,7.0,0.0,19.8254
771,1482,US-2016-108455,02-12-2016,08-12-2016,Standard Class,MK-18160,OFF-ST-10002214,33.87,3.0,0.0,8.8062
772,1485,US-2016-108098,14-10-2016,18-10-2016,Standard Class,CP-12340,TEC-AC-10000865,177,3.0,0.0,30.09
773,1487,Ca-New-2015-140410,03-11-2015,07-11-2015,Standard Class,CM-12655,TEC-PH-10003580,1212.848,7.0,0.2,106.1242
774,1488,Ca-New-2015-140410,03-11-2015,07-11-2015,Standard Class,CM-12655,TEC-AC-10001109,89.97,3.0,0.0,37.7874
775,1489,Ca-New-2015-140410,03-11-2015,07-11-2015,Standard Class,CM-12655,FUR-FU-10003347,42.6,3.0,0.0,16.614
776,1499,Ca-New-2016-141586,17-10-2016,20-10-2016,First Class,NK-18490,OFF-BI-10003981,18.16,5.0,0.2,6.583
777,1503,Ca-New-2016-100468,24-11-2016,01-12-2016,Standard Class,AT-10435,TEC-PH-10001300,33.52,2.0,0.2,3.352
778,1504,Ca-New-2016-100468,24-11-2016,01-12-2016,Standard Class,AT-10435,FUR-FU-10000010,9.94,2.0,0.0,3.0814
779,1505,Ca-New-2015-153388,01-08-2015,07-08-2015,Standard Class,PC-19000,OFF-AR-10001868,6.72,4.0,0.0,3.36
780,1506,Ca-New-2015-153388,01-08-2015,07-08-2015,Standard Class,PC-19000,FUR-TA-10003715,1004.976,6.0,0.2,-175.8708
781,1508,Ca-New-2016-134208,17-09-2016,23-09-2016,Standard Class,CS-12505,TEC-MA-10004458,396,4.0,0.0,190.08
782,1522,Ca-New-2015-144806,06-12-2015,11-12-2015,Standard Class,GH-14425,FUR-FU-10002253,206.112,6.0,0.2,48.9516
783,1523,Ca-New-2015-144806,06-12-2015,11-12-2015,Standard Class,GH-14425,OFF-PA-10002586,19.92,5.0,0.2,6.723
784,1524,Ca-New-2015-144806,06-12-2015,11-12-2015,Standard Class,GH-14425,OFF-PA-10003039,198.272,8.0,0.2,61.96
785,1525,Ca-New-2015-144806,06-12-2015,11-12-2015,Standard Class,GH-14425,OFF-ST-10004804,247.104,6.0,0.2,-58.6872
786,1526,Ca-New-2015-144806,06-12-2015,11-12-2015,Standard Class,GH-14425,OFF-AR-10004042,86.304,6.0,0.2,9.7092
787,1527,Ca-New-2016-122392,22-07-2016,27-07-2016,Standard Class,CJ-12010,OFF-AR-10002221,4.16,2.0,0.2,0.364
788,1528,Ca-New-2016-122392,22-07-2016,27-07-2016,Standard Class,CJ-12010,FUR-FU-10002456,11.648,2.0,0.2,3.3488
789,1529,Ca-New-2015-148432,07-11-2015,10-11-2015,Second Class,MC-18130,OFF-FA-10004968,26.18,7.0,0.0,0.5236
790,1530,Ca-New-2015-148432,07-11-2015,10-11-2015,Second Class,MC-18130,OFF-PA-10001274,7.3,2.0,0.0,3.431
791,1531,Ca-New-2015-103793,26-03-2015,31-03-2015,Standard Class,BV-11245,OFF-PA-10001125,74.352,3.0,0.2,23.235
792,1534,Ca-New-2016-139885,04-12-2016,08-12-2016,Standard Class,EB-13840,OFF-ST-10003324,212.88,6.0,0.0,0
793,1536,Ca-New-2016-112389,29-10-2016,02-11-2016,Standard Class,JM-15655,OFF-ST-10000419,40.74,3.0,0.0,0.4074
794,1537,Ca-New-2016-112389,29-10-2016,02-11-2016,Standard Class,JM-15655,OFF-AP-10001626,11.67,3.0,0.0,3.0342
795,1546,Ca-New-2014-150245,31-12-2014,04-01-2015,Second Class,PC-18745,FUR-BO-10002613,1573.488,7.0,0.2,196.686
796,1547,Ca-New-2015-111395,23-11-2015,27-11-2015,Standard Class,VB-21745,OFF-PA-10000994,335.52,4.0,0.2,117.432
797,1548,Ca-New-2015-111395,23-11-2015,27-11-2015,Standard Class,VB-21745,OFF-BI-10002867,23.912,2.0,0.8,-40.6504
798,1549,Ca-New-2015-111395,23-11-2015,27-11-2015,Standard Class,VB-21745,OFF-ST-10001291,27.056,2.0,0.2,2.3674
799,1552,Ca-New-2016-159345,17-06-2016,22-06-2016,Standard Class,IG-15085,OFF-PA-10000806,111.96,2.0,0.0,54.8604
800,1555,Ca-New-2015-111507,06-02-2015,13-02-2015,Standard Class,VW-21775,OFF-AR-10001315,5.28,3.0,0.0,1.5312
801,1557,Ca-New-2016-109176,09-05-2016,15-05-2016,Standard Class,JW-16075,OFF-EN-10003134,9.344,1.0,0.2,3.504
802,1558,Ca-New-2016-109176,09-05-2016,15-05-2016,Standard Class,JW-16075,OFF-AR-10001955,79.36,5.0,0.2,9.92
803,1559,Ca-New-2015-112116,16-03-2015,18-03-2015,Second Class,JE-15475,FUR-TA-10001039,171.96,2.0,0.0,44.7096
804,1560,Ca-New-2016-126809,09-04-2016,13-04-2016,Standard Class,EB-13750,OFF-BI-10003712,35.352,9.0,0.2,12.8151
805,1564,Ca-New-2015-158554,09-11-2015,09-11-2015,Same Day,CM-12190,OFF-PA-10004000,11.352,3.0,0.2,4.1151
806,1566,Ca-New-2015-132101,19-03-2015,25-03-2015,Standard Class,JO-15550,TEC-PH-10004539,453.576,3.0,0.2,39.6879
807,1567,Ca-New-2015-129112,29-11-2015,30-11-2015,First Class,AW-10840,TEC-AC-10003038,21.48,3.0,0.2,-0.2685
808,1568,Ca-New-2015-129112,29-11-2015,30-11-2015,First Class,AW-10840,OFF-BI-10000088,8.784,4.0,0.8,-13.6152
809,1577,Ca-New-2016-109057,22-04-2016,27-04-2016,Standard Class,TT-21460,OFF-ST-10002406,23.952,2.0,0.2,2.3952
810,1578,Ca-New-2016-154403,23-05-2016,27-05-2016,Standard Class,AP-10720,OFF-PA-10001526,4.98,1.0,0.0,2.4402
811,1579,Ca-New-2016-102456,27-02-2016,01-03-2016,First Class,DL-12865,OFF-AP-10004336,170.88,3.0,0.0,49.5552
812,1580,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,TEC-PH-10003012,307.98,2.0,0.0,89.3142
813,1581,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,FUR-TA-10002607,382.806,9.0,0.4,-153.1224
814,1582,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,OFF-ST-10000642,41.96,2.0,0.0,2.9372
815,1583,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,OFF-BI-10000545,1217.568,2.0,0.2,456.588
816,1584,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,FUR-FU-10002157,47.04,3.0,0.0,18.3456
817,1585,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,FUR-FU-10001706,6.16,2.0,0.0,2.9568
818,1586,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,TEC-PH-10000984,979.95,5.0,0.0,274.386
819,1587,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,OFF-PA-10001357,143.7,3.0,0.0,68.976
820,1588,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,OFF-FA-10000992,10.65,3.0,0.0,5.0055
821,1589,Ca-New-2015-131338,09-08-2015,12-08-2015,First Class,NP-18325,TEC-AC-10002600,247.8,4.0,0.0,34.692
822,1590,Ca-New-2016-109911,12-05-2016,16-05-2016,Standard Class,VG-21805,OFF-AR-10001662,10.96,4.0,0.0,2.9592
823,1591,US-2016-132423,15-04-2016,19-04-2016,Standard Class,MY-18295,OFF-AR-10001221,33.488,7.0,0.2,5.8604
824,1592,US-2016-132423,15-04-2016,19-04-2016,Standard Class,MY-18295,OFF-FA-10002988,8.04,5.0,0.2,2.9145
825,1593,Ca-New-2015-122826,23-06-2015,25-06-2015,Second Class,RD-19480,TEC-PH-10004830,201.568,4.0,0.2,22.6764
826,1595,Ca-New-2015-118423,24-03-2015,27-03-2015,First Class,DP-13390,FUR-BO-10000362,359.058,3.0,0.3,-35.9058
827,1602,Ca-New-2016-164672,08-05-2016,13-05-2016,Second Class,GB-14530,FUR-FU-10001488,211.96,2.0,0.0,42.392
828,1603,US-2016-132857,11-12-2016,17-12-2016,Standard Class,CA-12775,OFF-AR-10003251,6.672,3.0,0.2,1.668
829,1605,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,TEC-PH-10004700,39.96,5.0,0.2,12.987
830,1606,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,OFF-AR-10000823,5.46,3.0,0.0,1.5288
831,1607,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,OFF-AR-10004456,73.2,5.0,0.0,21.228
832,1608,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,OFF-BI-10000050,5.84,1.0,0.2,1.971
833,1609,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,OFF-PA-10002377,22.72,4.0,0.0,10.224
834,1610,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,OFF-BI-10000591,9.336,3.0,0.2,3.2676
835,1615,US-2016-113509,15-03-2016,19-03-2016,Standard Class,PL-18925,TEC-AC-10004855,83.976,3.0,0.2,-13.6461
836,1616,Ca-New-2015-130022,10-08-2015,16-08-2015,Standard Class,JK-16120,OFF-LA-10002787,3.75,1.0,0.0,1.8
837,1617,Ca-New-2015-130022,10-08-2015,16-08-2015,Standard Class,JK-16120,OFF-LA-10002043,41.4,4.0,0.0,19.872
838,1618,Ca-New-2015-130022,10-08-2015,16-08-2015,Standard Class,JK-16120,OFF-AR-10001915,29.79,3.0,0.0,12.5118
839,1619,US-2016-118780,10-09-2016,14-09-2016,Second Class,PN-18775,OFF-ST-10000352,59.48,2.0,0.0,8.922
840,1620,US-2016-118780,10-09-2016,14-09-2016,Second Class,PN-18775,OFF-PA-10000575,6.69,1.0,0.0,3.0774
841,1625,Ca-New-2015-157084,19-12-2015,24-12-2015,Standard Class,JG-15160,TEC-PH-10002922,675.96,5.0,0.2,84.495
842,1626,Ca-New-2015-157084,19-12-2015,24-12-2015,Standard Class,JG-15160,TEC-AC-10002049,1265.85,3.0,0.0,556.974
843,1627,Ca-New-2015-164539,16-11-2015,22-11-2015,Standard Class,PO-19180,OFF-AP-10002457,523.25,5.0,0.0,141.2775
844,1628,Ca-New-2015-143119,24-09-2015,30-09-2015,Standard Class,MC-17275,FUR-CH-10001270,517.5,6.0,0.0,155.25
845,1631,Ca-New-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,OFF-ST-10002011,1006.056,3.0,0.2,88.0299
846,1632,Ca-New-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,OFF-PA-10002986,10.688,2.0,0.2,3.7408
847,1633,Ca-New-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,OFF-PA-10004451,10.368,2.0,0.2,3.6288
848,1634,Ca-New-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,OFF-ST-10000649,25.12,2.0,0.2,1.57
849,1635,Ca-New-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,TEC-AC-10001465,58.112,2.0,0.2,7.264
850,1639,Ca-New-2016-157266,26-05-2016,01-06-2016,Standard Class,TB-21280,OFF-PA-10002689,19.44,3.0,0.0,9.3312
851,1640,Ca-New-2016-157266,26-05-2016,01-06-2016,Standard Class,TB-21280,OFF-BI-10004728,9.64,2.0,0.0,4.4344
852,1641,Ca-New-2016-157266,26-05-2016,01-06-2016,Standard Class,TB-21280,OFF-PA-10004675,12.7,2.0,0.0,5.842
853,1642,Ca-New-2016-157266,26-05-2016,01-06-2016,Standard Class,TB-21280,FUR-FU-10000629,41.37,3.0,0.0,17.3754
854,1644,Ca-New-2015-111829,19-03-2015,20-03-2015,First Class,FH-14365,OFF-ST-10000142,1247.64,3.0,0.0,349.3392
855,1645,Ca-New-2015-111829,19-03-2015,20-03-2015,First Class,FH-14365,TEC-CO-10001766,3149.93,7.0,0.0,1480.4671
856,1646,Ca-New-2015-111829,19-03-2015,20-03-2015,First Class,FH-14365,OFF-PA-10004359,209.7,2.0,0.0,100.656
857,1647,Ca-New-2015-105221,01-11-2015,03-11-2015,First Class,VM-21685,TEC-AC-10002323,35.36,2.0,0.2,-3.094
858,1648,Ca-New-2015-105221,01-11-2015,03-11-2015,First Class,VM-21685,OFF-FA-10001135,3.168,2.0,0.2,-0.7128
859,1649,Ca-New-2015-120341,26-09-2015,29-09-2015,Second Class,SF-20200,OFF-BI-10004224,121.104,6.0,0.7,-100.92
860,1650,Ca-New-2015-120341,26-09-2015,29-09-2015,Second Class,SF-20200,TEC-PH-10003357,45.894,1.0,0.4,-9.1788
861,1664,Ca-New-2016-128531,24-11-2016,26-11-2016,Second Class,NS-18505,OFF-ST-10001325,41.92,5.0,0.2,3.668
862,1665,Ca-New-2016-128531,24-11-2016,26-11-2016,Second Class,NS-18505,TEC-AC-10002049,297.576,3.0,0.2,-7.4394
863,1666,Ca-New-2016-128531,24-11-2016,26-11-2016,Second Class,NS-18505,OFF-FA-10002676,4.344,3.0,0.2,0.8688
864,1667,Ca-New-2016-128531,24-11-2016,26-11-2016,Second Class,NS-18505,TEC-AC-10003023,94.992,2.0,0.2,-2.3748
865,1668,Ca-New-2016-128531,24-11-2016,26-11-2016,Second Class,NS-18505,OFF-PA-10000167,74.352,3.0,0.2,23.235
866,1669,Ca-New-2016-128531,24-11-2016,26-11-2016,Second Class,NS-18505,OFF-AR-10003405,14.04,3.0,0.2,1.5795
867,1670,US-2015-157154,10-01-2015,15-01-2015,Standard Class,MM-17920,FUR-TA-10001889,1018.104,4.0,0.4,-373.3048
868,1672,Ca-New-2016-107615,22-03-2016,25-03-2016,First Class,RB-19645,TEC-AC-10001013,58.58,2.0,0.0,19.3314
869,1674,Ca-New-2015-150560,11-12-2015,12-12-2015,First Class,SW-20455,OFF-LA-10003930,196.62,2.0,0.0,96.3438
870,1675,Ca-New-2015-143077,17-09-2015,21-09-2015,Standard Class,SF-20965,FUR-FU-10003535,21.936,2.0,0.6,-10.4196
871,1676,Ca-New-2015-143077,17-09-2015,21-09-2015,Standard Class,SF-20965,OFF-BI-10000088,6.588,3.0,0.8,-10.2114
872,1677,Ca-New-2016-122728,18-05-2016,24-05-2016,Standard Class,EB-13930,OFF-ST-10000604,104.28,3.0,0.0,26.07
873,1678,Ca-New-2016-122728,18-05-2016,24-05-2016,Standard Class,EB-13930,OFF-PA-10004040,17.94,3.0,0.0,8.7906
874,1683,US-2016-101497,29-09-2016,01-10-2016,Second Class,PS-18760,OFF-PA-10000176,18.97,1.0,0.0,9.1056
875,1684,Ca-New-2016-147585,07-11-2016,12-11-2016,Standard Class,CB-12535,FUR-FU-10002597,14.82,3.0,0.0,6.2244
876,1693,US-2016-154361,14-03-2016,19-03-2016,Standard Class,HZ-14950,FUR-FU-10004020,21.88,5.0,0.2,6.2905
877,1694,US-2016-158708,26-06-2016,29-06-2016,Second Class,AB-10255,TEC-AC-10003133,13.616,2.0,0.2,3.5742
878,1695,Ca-New-2015-156335,25-09-2015,28-09-2015,Second Class,PO-19195,TEC-AC-10002006,63.96,4.0,0.0,19.8276
879,1696,Ca-New-2015-156335,25-09-2015,28-09-2015,Second Class,PO-19195,OFF-BI-10003314,14.46,3.0,0.0,7.0854
880,1697,Ca-New-2015-156335,25-09-2015,28-09-2015,Second Class,PO-19195,TEC-PH-10002726,104.98,2.0,0.0,52.49
881,1698,Ca-New-2015-148376,27-12-2015,31-12-2015,Standard Class,AG-10900,OFF-AP-10000240,106.96,2.0,0.0,31.0184
882,1699,Ca-New-2015-148376,27-12-2015,31-12-2015,Standard Class,AG-10900,OFF-LA-10002381,21.56,7.0,0.0,10.3488
883,1701,Ca-New-2015-114069,13-07-2015,15-07-2015,Second Class,ND-18370,OFF-BI-10000320,11.808,2.0,0.2,4.2804
884,1702,Ca-New-2015-114069,13-07-2015,15-07-2015,Second Class,ND-18370,FUR-CH-10000595,1931.04,9.0,0.1,321.84
885,1703,Ca-New-2015-114069,13-07-2015,15-07-2015,Second Class,ND-18370,OFF-PA-10000349,9.96,2.0,0.0,4.6812
886,1705,Ca-New-2016-106306,08-03-2016,08-03-2016,Same Day,PG-18820,OFF-BI-10003676,9.702,3.0,0.7,-7.1148
887,1706,Ca-New-2015-100545,22-11-2015,26-11-2015,Standard Class,IM-15070,OFF-BI-10003638,11.61,2.0,0.7,-9.288
888,1713,Ca-New-2015-145401,30-01-2015,04-02-2015,Standard Class,JP-15520,OFF-PA-10004405,14.304,6.0,0.2,5.0064
889,1716,Ca-New-2016-154788,30-04-2016,04-05-2016,Standard Class,JL-15835,OFF-BI-10003314,7.712,2.0,0.2,2.7956
890,1717,Ca-New-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,OFF-AP-10001563,242.9,5.0,0.0,70.441
891,1718,Ca-New-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,OFF-ST-10004123,454.9,5.0,0.0,0
892,1719,Ca-New-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,FUR-FU-10002088,35.92,4.0,0.0,15.0864
893,1720,Ca-New-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,FUR-FU-10000010,39.76,8.0,0.0,12.3256
894,1721,Ca-New-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,OFF-BI-10002824,47.744,4.0,0.2,14.92
895,1722,US-2015-123218,20-12-2015,25-12-2015,Standard Class,KD-16345,TEC-PH-10001061,159.984,2.0,0.2,11.9988
896,1723,US-2015-123218,20-12-2015,25-12-2015,Standard Class,KD-16345,TEC-AC-10000736,255.968,4.0,0.2,51.1936
897,1724,US-2015-123218,20-12-2015,25-12-2015,Standard Class,KD-16345,FUR-BO-10003966,359.058,3.0,0.3,-71.8116
898,1725,Ca-New-2015-127453,19-12-2015,20-12-2015,First Class,JK-15370,OFF-AP-10000828,434.352,3.0,0.2,43.4352
899,1726,Ca-New-2015-127453,19-12-2015,20-12-2015,First Class,JK-15370,OFF-AP-10002906,3.552,2.0,0.2,0.444
900,1727,Ca-New-2015-127453,19-12-2015,20-12-2015,First Class,JK-15370,OFF-AP-10003860,88.832,4.0,0.2,7.7728
901,1729,Ca-New-2016-106894,07-02-2016,07-02-2016,Same Day,CA-12265,TEC-AC-10003063,100,4.0,0.0,21
902,1730,Ca-New-2016-106894,07-02-2016,07-02-2016,Same Day,CA-12265,OFF-LA-10001045,7.83,3.0,0.0,3.6018
903,1733,US-2016-131149,10-07-2016,14-07-2016,Standard Class,LH-17155,OFF-ST-10000689,338.04,3.0,0.2,-33.804
904,1734,US-2016-131149,10-07-2016,14-07-2016,Standard Class,LH-17155,OFF-AR-10002135,154.24,4.0,0.2,17.352
905,1738,Ca-New-2015-130204,03-09-2015,09-09-2015,Standard Class,DB-13120,OFF-ST-10001325,31.44,3.0,0.0,8.4888
906,1739,Ca-New-2015-130204,03-09-2015,09-09-2015,Standard Class,DB-13120,TEC-AC-10003038,17.9,2.0,0.0,3.401
907,1740,Ca-New-2015-130204,03-09-2015,09-09-2015,Standard Class,DB-13120,TEC-AC-10003590,129.45,5.0,0.0,46.602
908,1747,Ca-New-2016-155670,13-08-2016,17-08-2016,Second Class,EM-14065,OFF-BI-10000138,11.232,8.0,0.7,-8.2368
909,1748,Ca-New-2016-155670,13-08-2016,17-08-2016,Second Class,EM-14065,OFF-PA-10004947,10.272,3.0,0.2,3.21
910,1751,Ca-New-2015-139094,22-11-2015,27-11-2015,Standard Class,MO-17800,FUR-TA-10004607,206.962,2.0,0.3,-32.5226
911,1756,Ca-New-2015-135622,08-12-2015,11-12-2015,Second Class,TT-21460,OFF-PA-10000100,360.712,11.0,0.2,130.7581
912,1757,Ca-New-2015-135622,08-12-2015,11-12-2015,Second Class,TT-21460,TEC-PH-10001817,1718.4,6.0,0.2,150.36
913,1758,US-2015-107349,13-07-2015,15-07-2015,First Class,SL-20155,OFF-BI-10001765,41.568,6.0,0.8,-66.5088
914,1761,Ca-New-2015-130785,05-09-2015,09-09-2015,Standard Class,AG-10900,FUR-BO-10000330,411.332,4.0,0.15,-4.8392
915,1762,Ca-New-2015-130785,05-09-2015,09-09-2015,Standard Class,AG-10900,OFF-BI-10001900,28.752,6.0,0.2,9.7038
916,1763,Ca-New-2015-130785,05-09-2015,09-09-2015,Standard Class,AG-10900,FUR-BO-10003159,293.199,3.0,0.15,-20.6964
917,1764,Ca-New-2016-110254,04-08-2016,08-08-2016,Standard Class,ML-17755,OFF-SU-10002573,35.06,2.0,0.0,10.518
918,1765,Ca-New-2016-110254,04-08-2016,08-08-2016,Standard Class,ML-17755,OFF-LA-10004484,4.13,1.0,0.0,1.8998
919,1766,Ca-New-2016-110254,04-08-2016,08-08-2016,Standard Class,ML-17755,FUR-FU-10001591,109.8,9.0,0.0,46.116
920,1767,Ca-New-2016-110254,04-08-2016,08-08-2016,Standard Class,ML-17755,OFF-LA-10002034,9.82,2.0,0.0,4.8118
921,1772,Ca-New-2016-129686,27-11-2016,29-11-2016,Second Class,GG-14650,OFF-ST-10004337,97.984,2.0,0.2,-24.496
922,1773,Ca-New-2016-129686,27-11-2016,29-11-2016,Second Class,GG-14650,TEC-AC-10001266,62.4,6.0,0.2,19.5
923,1778,Ca-New-2015-105347,24-11-2015,28-11-2015,Standard Class,DP-13000,OFF-PA-10000675,368.91,9.0,0.0,180.7659
924,1779,Ca-New-2015-105347,24-11-2015,28-11-2015,Standard Class,DP-13000,OFF-AR-10003045,14.7,5.0,0.0,6.615
925,1780,Ca-New-2016-124667,11-11-2016,16-11-2016,Standard Class,BD-11770,TEC-AC-10003447,59.97,3.0,0.0,14.9925
926,1781,Ca-New-2016-124667,11-11-2016,16-11-2016,Standard Class,BD-11770,OFF-ST-10002276,83.36,1.0,0.0,20.84
927,1782,Ca-New-2015-111094,09-07-2015,13-07-2015,Standard Class,CB-12535,OFF-PA-10001609,6.58,2.0,0.0,3.0268
928,1783,Ca-New-2015-111094,09-07-2015,13-07-2015,Standard Class,CB-12535,OFF-BI-10001597,122.94,3.0,0.0,59.0112
929,1788,Ca-New-2015-154326,15-02-2015,19-02-2015,Standard Class,RP-19855,TEC-PH-10001819,134.97,3.0,0.0,64.7856
930,1789,Ca-New-2015-154326,15-02-2015,19-02-2015,Standard Class,RP-19855,TEC-PH-10000560,699.98,2.0,0.0,195.9944
931,1790,Ca-New-2015-154326,15-02-2015,19-02-2015,Standard Class,RP-19855,TEC-AC-10004568,139.95,5.0,0.0,26.5905
932,1795,Ca-New-2016-140774,05-09-2016,10-09-2016,Standard Class,BE-11455,OFF-AR-10004022,107.94,3.0,0.0,26.985
933,1799,Ca-New-2016-100965,07-07-2016,11-07-2016,Standard Class,RM-19375,FUR-FU-10003039,215.65,5.0,0.0,73.321
934,1800,Ca-New-2016-121034,08-08-2016,10-08-2016,Second Class,JF-15565,OFF-FA-10000585,11.168,4.0,0.2,3.6296
935,1801,Ca-New-2016-121034,08-08-2016,10-08-2016,Second Class,JF-15565,OFF-PA-10001994,53.952,3.0,0.2,17.5344
936,1802,Ca-New-2016-149461,13-11-2016,19-11-2016,Standard Class,AS-10135,FUR-FU-10004270,4.18,1.0,0.0,1.5048
937,1806,US-2016-116729,25-12-2016,28-12-2016,First Class,GK-14620,TEC-PH-10002200,2575.944,7.0,0.2,257.5944
938,1807,US-2016-116729,25-12-2016,28-12-2016,First Class,GK-14620,OFF-PA-10002005,45.36,7.0,0.0,21.7728
939,1808,US-2016-116729,25-12-2016,28-12-2016,First Class,GK-14620,TEC-AC-10001465,254.24,7.0,0.0,76.272
940,1809,Ca-New-2016-164938,11-02-2016,13-02-2016,First Class,PB-19210,TEC-PH-10004897,69.93,7.0,0.0,0.6993
941,1810,Ca-New-2016-165484,23-10-2016,29-10-2016,Standard Class,HK-14890,FUR-FU-10001196,16.156,7.0,0.6,-12.117
942,1811,Ca-New-2016-165484,23-10-2016,29-10-2016,Standard Class,HK-14890,OFF-PA-10000595,54.816,3.0,0.2,17.8152
943,1815,Ca-New-2015-131597,14-09-2015,18-09-2015,Standard Class,SP-20620,FUR-TA-10002607,170.136,3.0,0.2,-8.5068
944,1816,Ca-New-2015-164833,04-06-2015,04-06-2015,Same Day,LL-16840,OFF-LA-10000443,7.38,2.0,0.0,3.4686
945,1817,Ca-New-2015-164833,04-06-2015,04-06-2015,Same Day,LL-16840,OFF-AR-10004685,9.26,2.0,0.0,3.0558
946,1818,Ca-New-2015-125423,13-12-2015,15-12-2015,Second Class,MC-17575,OFF-LA-10001771,9.96,2.0,0.0,4.5816
947,1821,Ca-New-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,OFF-AP-10004233,92.064,6.0,0.8,-225.5568
948,1822,Ca-New-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,OFF-FA-10000304,6.976,4.0,0.2,1.8312
949,1823,Ca-New-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,FUR-CH-10004754,62.958,3.0,0.3,-2.6982
950,1824,Ca-New-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,OFF-PA-10000809,5.184,1.0,0.2,1.8144
951,1825,Ca-New-2016-167507,22-12-2016,28-12-2016,Standard Class,SA-20830,OFF-BI-10003694,31.32,10.0,0.7,-25.056
952,1826,Ca-New-2016-167507,22-12-2016,28-12-2016,Standard Class,SA-20830,FUR-FU-10001935,11.84,4.0,0.2,3.108
953,1827,Ca-New-2016-167507,22-12-2016,28-12-2016,Standard Class,SA-20830,FUR-FU-10002878,22.784,1.0,0.2,4.8416
954,1828,Ca-New-2016-109344,08-02-2016,11-02-2016,Second Class,CH-12070,TEC-PH-10002624,1127.976,3.0,0.2,126.8973
955,1829,US-2015-140851,13-07-2015,15-07-2015,Second Class,ND-18460,OFF-PA-10000019,38.88,6.0,0.0,18.6624
956,1833,Ca-New-2015-131422,05-11-2015,09-11-2015,Standard Class,GB-14530,FUR-CH-10001270,207,3.0,0.2,25.875
957,1842,Ca-New-2016-157763,18-07-2016,23-07-2016,Standard Class,KH-16330,FUR-CH-10000988,140.81,1.0,0.0,39.4268
958,1843,Ca-New-2015-135391,09-02-2015,11-02-2015,Second Class,FA-14230,OFF-LA-10001074,40.096,4.0,0.2,13.5324
959,1844,Ca-New-2015-135391,09-02-2015,11-02-2015,Second Class,FA-14230,FUR-FU-10001986,40.784,2.0,0.6,-30.588
